Row 2: e52=a | vinqi=है | pnzabi=হৈ | guzraji=হৈ | xg38=vxi
Row 2622: e52=sweep | vinqi=झाड़ू लगा दो | pnzabi=ঝাড়ূ লগা দো | guzraji=ঝাড়ূ লগা দো | xg38=ZaRu lga qo
Row 2623: e52=sweet | vinqi=मीठा | pnzabi=মীঠা | guzraji=মীঠা | xg38=miTa
Row 2624: e52=swim | vinqi=तैरना | pnzabi=তৈরনা | guzraji=তৈরনা | xg38=jxirna
Row 2625: e52=swing | vinqi=झूला | pnzabi=ঝূলা | guzraji=ঝূলা | xg38=Zula
Row 2626: e52=switch | vinqi=बदलना | pnzabi=বদলনা | guzraji=বদলনা | xg38=bqlna
Row 2627: e52=symbol | vinqi=चिन्ह, प्रतीक | pnzabi=চিন্হ, প্রতীক | guzraji=চিন্হ, প্রতীক | xg38=cinv, prjik
Row 2628: e52=symptom | vinqi=लक्षण | pnzabi=লক্ষণ | guzraji=লক্ষণ | xg38=lSn
Row 2629: e52=system | vinqi=व्यवस्था | pnzabi=঵্য঵স্থা | guzraji=঵্য঵স্থা | xg38=wywsJa
Row 2630: e52=table | vinqi=मेज़ | pnzabi=মেজ় | guzraji=মেজ় | xg38=mez
Row 2631: e52=tablespoon | vinqi=बड़ा चमचा | pnzabi=বড়া চমচা | guzraji=বড়া চমচা | xg38=bRa cmca
Row 2632: e52=tactic | vinqi=रणनीति | pnzabi=রণনীতি | guzraji=রণনীতি | xg38=rnniji
Row 2633: e52=tail | vinqi=पूंछ | pnzabi=পূংছ | guzraji=পূংছ | xg38=punC
Row 2634: e52=take | vinqi=लेना | pnzabi=লেনা | guzraji=লেনা | xg38=lena
Row 2635: e52=tale | vinqi=कहानी | pnzabi=কহানী | guzraji=কহানী | xg38=kvani
Row 2636: e52=talent | vinqi=प्रतिभा | pnzabi=প্রতিভা | guzraji=প্রতিভা | xg38=prjiBa
Row 2637: e52=talk | vinqi=बात करना | pnzabi=বাত করনা | guzraji=বাত করনা | xg38=baj krna
Row 2638: e52=tall | vinqi=लंबा | pnzabi=লংবা | guzraji=লংবা | xg38=lmba
Row 2639: e52=tank | vinqi=टैंक | pnzabi=টৈংক | guzraji=টৈংক | xg38=txiNk
Row 2640: e52=tap | vinqi=नल | pnzabi=নল | guzraji=নল | xg38=nl
Row 2641: e52=tape | vinqi=फीता | pnzabi=ফীতা | guzraji=ফীতা | xg38=fija
Row 2642: e52=target | vinqi=लक्ष्य | pnzabi=লক্ষ্য | guzraji=লক্ষ্য | xg38=lSy
Row 2643: e52=task | vinqi=काम | pnzabi=কাম | guzraji=কাম | xg38=kam
Row 2644: e52=taste | vinqi=स्वाद | pnzabi=স্঵াদ | guzraji=স্঵াদ | xg38=swaq
Row 2645: e52=tax | vinqi=कर | pnzabi=কর | guzraji=কর | xg38=kr
Row 2646: e52=taxpayer | vinqi=करदाता | pnzabi=করদাতা | guzraji=করদাতা | xg38=krqaja
Row 2647: e52=tea | vinqi=चाय | pnzabi=চায | guzraji=চায | xg38=cay
Row 2648: e52=teach | vinqi=सिखाना | pnzabi=সিখানা | guzraji=সিখানা | xg38=siKana
Row 2649: e52=teacher | vinqi=शिक्षक | pnzabi=শিক্ষক | guzraji=শিক্ষক | xg38=SiSk
Row 2650: e52=teaching | vinqi=शिक्षण | pnzabi=শিক্ষণ | guzraji=শিক্ষণ | xg38=SiSn
Row 2651: e52=team | vinqi=टीम | pnzabi=টীম | guzraji=টীম | xg38=tim
Row 2652: e52=tear | vinqi=आँसू | pnzabi=আঁসূ | guzraji=আঁসূ | xg38=xansu
Row 2653: e52=teaspoon | vinqi=छोटी चम्मच | pnzabi=ছোটী চম্মচ | guzraji=ছোটী চম্মচ | xg38=Coti cmmc
Row 2654: e52=technical | vinqi=तकनीकी | pnzabi=তকনীকী | guzraji=তকনীকী | xg38=jkniki
Row 2655: e52=technique | vinqi=तकनीक | pnzabi=তকনীক | guzraji=তকনীক | xg38=jknik
Row 2656: e52=technology | vinqi=तकनीकी | pnzabi=তকনীকী | guzraji=তকনীকী | xg38=jkniki
Row 2657: e52=teen | vinqi=किशोर | pnzabi=কিশোর | guzraji=কিশোর | xg38=kiSor
Row 2658: e52=teenager | vinqi=किशोर | pnzabi=কিশোর | guzraji=কিশোর | xg38=kiSor
Row 2659: e52=telephone | vinqi=टेलीफ़ोन | pnzabi=টেলীফ়োন | guzraji=টেলীফ়োন | xg38=telifon
Row 2660: e52=telescope | vinqi=दूरबीन | pnzabi=দূরবীন | guzraji=দূরবীন | xg38=qurbin
Row 2661: e52=television | vinqi=टेलीविजन | pnzabi=টেলী঵িজন | guzraji=টেলী঵িজন | xg38=teliwizn
Row 2662: e52=tell | vinqi=बताना | pnzabi=বতানা | guzraji=বতানা | xg38=bjana
Row 2663: e52=temperature | vinqi=तापमान | pnzabi=তাপমান | guzraji=তাপমান | xg38=japman
Row 2664: e52=temporary | vinqi=अस्थायी | pnzabi=অস্থাযী | guzraji=অস্থাযী | xg38=xsJayi
Row 2665: e52=ten | vinqi=दस | pnzabi=দস | guzraji=দস | xg38=qs
Row 2666: e52=tend | vinqi=प्रवृत्त होना | pnzabi=প্র঵ৃত্ত হোনা | guzraji=প্র঵ৃত্ত হোনা | xg38=prwrjj vona
Row 2667: e52=tendency | vinqi=प्रवृत्ति | pnzabi=প্র঵ৃত্তি | guzraji=প্র঵ৃত্তি | xg38=prwrjji
Row 2668: e52=tennis | vinqi=टेनिस | pnzabi=টেনিস | guzraji=টেনিস | xg38=tenis
Row 2669: e52=tension | vinqi=तनाव | pnzabi=তনা঵ | guzraji=তনা঵ | xg38=jnaw
Row 2670: e52=tent | vinqi=तंबू | pnzabi=তংবূ | guzraji=তংবূ | xg38=jmbu
Row 2671: e52=term | vinqi=शर्त | pnzabi=শর্ত | guzraji=শর্ত | xg38=Srj
Row 2672: e52=terms | vinqi=शर्तें | pnzabi=শর্তেং | guzraji=শর্তেং | xg38=Srje
Row 2673: e52=terrible | vinqi=भयानक | pnzabi=ভযানক | guzraji=ভযানক | xg38=Byank
Row 2674: e52=territory | vinqi=क्षेत्र | pnzabi=ক্ষেত্র | guzraji=ক্ষেত্র | xg38=Sejr
Row 2675: e52=terror | vinqi=आतंक | pnzabi=আতংক | guzraji=আতংক | xg38=xajNk
Row 2676: e52=terrorism | vinqi=आतंक | pnzabi=আতংক | guzraji=আতংক | xg38=xajNk
Row 2677: e52=terrorist | vinqi=आतंकवादी | pnzabi=আতংক঵াদী | guzraji=আতংক঵াদী | xg38=xajNkwaqi
Row 2678: e52=test | vinqi=परीक्षण | pnzabi=পরীক্ষণ | guzraji=পরীক্ষণ | xg38=priSn
Row 2679: e52=testify | vinqi=गवाही देना | pnzabi=গ঵াহী দেনা | guzraji=গ঵াহী দেনা | xg38=gwavi qena
Row 2680: e52=testimony | vinqi=गवाही | pnzabi=গ঵াহী | guzraji=গ঵াহী | xg38=gwavi
Row 2681: e52=testing | vinqi=परिक्षण | pnzabi=পরিক্ষণ | guzraji=পরিক্ষণ | xg38=priSn
Row 2682: e52=text | vinqi=मूलपाठ | pnzabi=মূলপাঠ | guzraji=মূলপাঠ | xg38=mulpaT
Row 2683: e52=than | vinqi=बजाय | pnzabi=বজায | guzraji=বজায | xg38=bzay
Row 2684: e52=thank | vinqi=धन्यवाद देना | pnzabi=ধন্য঵াদ দেনা | guzraji=ধন্য঵াদ দেনা | xg38=Qnywaq qena
Row 2685: e52=thanks | vinqi=धन्यवाद | pnzabi=ধন্য঵াদ | guzraji=ধন্য঵াদ | xg38=Qnywaq
Row 2686: e52=that | vinqi=वह | pnzabi=঵হ | guzraji=঵হ | xg38=wv
Row 2687: e52=the | vinqi=the | pnzabi=the | guzraji=the | xg38=the
Row 2688: e52=theater | vinqi=थिएटर | pnzabi=থিএটর | guzraji=থিএটর | xg38=Jietr
Row 2689: e52=their | vinqi=उनका | pnzabi=উনকা | guzraji=উনকা | xg38=unka
Row 2690: e52=them | vinqi=उन्हें | pnzabi=উন্হেং | guzraji=উন্হেং | xg38=unve
Row 2691: e52=theme | vinqi=थीम | pnzabi=থীম | guzraji=থীম | xg38=Jim
Row 2692: e52=themselves | vinqi=खुद | pnzabi=খুদ | guzraji=খুদ | xg38=Kuq
Row 2693: e52=then | vinqi=फिर | pnzabi=ফির | guzraji=ফির | xg38=fir
Row 2694: e52=theory | vinqi=लिखित | pnzabi=লিখিত | guzraji=লিখিত | xg38=liKij
Row 2695: e52=therapy | vinqi=चिकित्सा | pnzabi=চিকিত্সা | guzraji=চিকিত্সা | xg38=cikijsa
Row 2696: e52=there | vinqi=वहां | pnzabi=঵হাং | guzraji=঵হাং | xg38=wva
Row 2697: e52=therefore | vinqi=इसलिए | pnzabi=ইসলিএ | guzraji=ইসলিএ | xg38=islie
Row 2698: e52=these | vinqi=इन | pnzabi=ইন | guzraji=ইন | xg38=in
Row 2699: e52=they | vinqi=वे | pnzabi=঵ে | guzraji=঵ে | xg38=we
Row 2700: e52=thick | vinqi=मोटा | pnzabi=মোটা | guzraji=মোটা | xg38=mota
Row 2701: e52=thin | vinqi=पतला | pnzabi=পতলা | guzraji=পতলা | xg38=pjla
Row 2702: e52=thing | vinqi=चीज़ | pnzabi=চীজ় | guzraji=চীজ় | xg38=ciz
Row 2703: e52=think | vinqi=सोच | pnzabi=সোচ | guzraji=সোচ | xg38=soc
Row 2704: e52=thinking | vinqi=विचार | pnzabi=঵িচার | guzraji=঵িচার | xg38=wicar
Row 2705: e52=third | vinqi=तीसरा | pnzabi=তীসরা | guzraji=তীসরা | xg38=jisra
Row 2706: e52=thirty | vinqi=तीस | pnzabi=তীস | guzraji=তীস | xg38=jis
Row 2707: e52=this | vinqi=यह | pnzabi=যহ | guzraji=যহ | xg38=yv
Row 2708: e52=those | vinqi=वे | pnzabi=঵ে | guzraji=঵ে | xg38=we
Row 2709: e52=though | vinqi=यद्यपि | pnzabi=যদ্যপি | guzraji=যদ্যপি | xg38=yqypi
Row 2710: e52=thought | vinqi=सोच | pnzabi=সোচ | guzraji=সোচ | xg38=soc
Row 2711: e52=thousand | vinqi=हज़ार | pnzabi=হজ়ার | guzraji=হজ়ার | xg38=vzar
Row 2712: e52=threat | vinqi=धमकी | pnzabi=ধমকী | guzraji=ধমকী | xg38=Qmki
Row 2713: e52=threaten | vinqi=धमकी देना | pnzabi=ধমকী দেনা | guzraji=ধমকী দেনা | xg38=Qmki qena
Row 2714: e52=three | vinqi=तीन | pnzabi=তীন | guzraji=তীন | xg38=jin
Row 2715: e52=throat | vinqi=गला | pnzabi=গলা | guzraji=গলা | xg38=gla
Row 2716: e52=through | vinqi=के माध्यम से | pnzabi=কে মাধ্যম সে | guzraji=কে মাধ্যম সে | xg38=ke maQym se
Row 2717: e52=throughout | vinqi=हर जगह | pnzabi=হর জগহ | guzraji=হর জগহ | xg38=vr zgv
Row 2718: e52=throw | vinqi=फेंकना | pnzabi=ফেংকনা | guzraji=ফেংকনা | xg38=feNkna
Row 2719: e52=thus | vinqi=इस प्रकार | pnzabi=ইস প্রকার | guzraji=ইস প্রকার | xg38=is prkar
Row 2720: e52=ticket | vinqi=टिकट | pnzabi=টিকট | guzraji=টিকট | xg38=tikt
Row 2721: e52=tie | vinqi=बाँधना | pnzabi=বাঁধনা | guzraji=বাঁধনা | xg38=banQna
Row 2722: e52=tight | vinqi=तंग | pnzabi=তংগ | guzraji=তংগ | xg38=jNg
Row 2723: e52=time | vinqi=समय | pnzabi=সময | guzraji=সময | xg38=smy
Row 2724: e52=tiny | vinqi=बहुत छोटा | pnzabi=বহুত ছোটা | guzraji=বহুত ছোটা | xg38=bvuj Cota
Row 2725: e52=tip | vinqi=बख्शीश | pnzabi=বখ্শীশ | guzraji=বখ্শীশ | xg38=bKSiS
Row 2726: e52=tire | vinqi=थका देना | pnzabi=থকা দেনা | guzraji=থকা দেনা | xg38=Jka qena
Row 2727: e52=tired | vinqi=थका हुआ | pnzabi=থকা হুআ | guzraji=থকা হুআ | xg38=Jka vuxa
Row 2728: e52=tissue | vinqi=ऊतक | pnzabi=ঊতক | guzraji=ঊতক | xg38=ujk
Row 2729: e52=title | vinqi=शीर्षक | pnzabi=শীর্ষক | guzraji=শীর্ষক | xg38=Sirsk
Row 2730: e52=to | vinqi=प्रति | pnzabi=প্রতি | guzraji=প্রতি | xg38=prji
Row 2731: e52=tobacco | vinqi=तंबाकू | pnzabi=তংবাকূ | guzraji=তংবাকূ | xg38=jmbaku
Row 2732: e52=today | vinqi=आज | pnzabi=আজ | guzraji=আজ | xg38=xaz
Row 2733: e52=toe | vinqi=पैर की अंगुली | pnzabi=পৈর কী অংগুলী | guzraji=পৈর কী অংগুলী | xg38=pxir ki xNguli
Row 2734: e52=together | vinqi=साथ में | pnzabi=সাথ মেং | guzraji=সাথ মেং | xg38=saJ me
Row 2735: e52=tomato | vinqi=टमाटर | pnzabi=টমাটর | guzraji=টমাটর | xg38=tmatr
Row 2736: e52=tomorrow | vinqi=कल | pnzabi=কল | guzraji=কল | xg38=kl
Row 2737: e52=tone | vinqi=सुर | pnzabi=সুর | guzraji=সুর | xg38=sur
Row 2738: e52=tongue | vinqi=जुबान | pnzabi=জুবান | guzraji=জুবান | xg38=zuban
Row 2739: e52=tonight | vinqi=आज रात | pnzabi=আজ রাত | guzraji=আজ রাত | xg38=xaz raj
Row 2740: e52=too | vinqi=बहुत | pnzabi=বহুত | guzraji=বহুত | xg38=bvuj
Row 2741: e52=tool | vinqi=औजार | pnzabi=ঔজার | guzraji=ঔজার | xg38=ouzar
Row 2742: e52=tooth | vinqi=दाँत | pnzabi=দাঁত | guzraji=দাঁত | xg38=qanj
Row 2743: e52=top | vinqi=ऊपर | pnzabi=ঊপর | guzraji=ঊপর | xg38=upr
Row 2744: e52=topic | vinqi=विषय | pnzabi=঵িষয | guzraji=঵িষয | xg38=wisy
Row 2745: e52=toss | vinqi=टॉस | pnzabi=ট৉স | guzraji=ট৉স | xg38=tas
Row 2746: e52=total | vinqi=कुल | pnzabi=কুল | guzraji=কুল | xg38=kul
Row 2747: e52=totally | vinqi=पूरी तरह से | pnzabi=পূরী তরহ সে | guzraji=পূরী তরহ সে | xg38=puri jrv se
Row 2748: e52=touch | vinqi=स्पर्श | pnzabi=স্পর্শ | guzraji=স্পর্শ | xg38=sprS
Row 2749: e52=tough | vinqi=कठोर | pnzabi=কঠোর | guzraji=কঠোর | xg38=kTor
Row 2750: e52=tour | vinqi=यात्रा | pnzabi=যাত্রা | guzraji=যাত্রা | xg38=yajra
Row 2751: e52=tourist | vinqi=पर्यटक | pnzabi=পর্যটক | guzraji=পর্যটক | xg38=prytk
Row 2752: e52=tournament | vinqi=टूर्नामेंट | pnzabi=টূর্নামেংট | guzraji=টূর্নামেংট | xg38=turnament
Row 2753: e52=toward | vinqi=की ओर | pnzabi=কী ওর | guzraji=কী ওর | xg38=ki or
Row 2754: e52=towards | vinqi=की ओर | pnzabi=কী ওর | guzraji=কী ওর | xg38=ki or
Row 2755: e52=tower | vinqi=मीनार | pnzabi=মীনার | guzraji=মীনার | xg38=minar
Row 2756: e52=town | vinqi=नगर | pnzabi=নগর | guzraji=নগর | xg38=ngr
Row 2757: e52=toy | vinqi=खिलौने | pnzabi=খিলৌনে | guzraji=খিলৌনে | xg38=Kiloune
Row 2758: e52=trace | vinqi=पता लगाना | pnzabi=পতা লগানা | guzraji=পতা লগানা | xg38=pja lgana
Row 2759: e52=track | vinqi=संकरा रास्ता | pnzabi=সংকরা রাস্তা | guzraji=সংকরা রাস্তা | xg38=sNkra rasja
Row 2760: e52=trade | vinqi=व्यापार | pnzabi=঵্যাপার | guzraji=঵্যাপার | xg38=wyapar
Row 2761: e52=tradition | vinqi=परंपरा | pnzabi=পরংপরা | guzraji=পরংপরা | xg38=prmpra
Row 2762: e52=traditional | vinqi=परंपरागत | pnzabi=পরংপরাগত | guzraji=পরংপরাগত | xg38=prmpragj
Row 2763: e52=traffic | vinqi=ट्रैफ़िक | pnzabi=ট্রৈফ়িক | guzraji=ট্রৈফ়িক | xg38=trxifik
Row 2764: e52=tragedy | vinqi=त्रासदी | pnzabi=ত্রাসদী | guzraji=ত্রাসদী | xg38=jrasqi
Row 2765: e52=trail | vinqi=पगडंडी | pnzabi=পগডংডী | guzraji=পগডংডী | xg38=pgdndi
Row 2766: e52=train | vinqi=रेल गाडी | pnzabi=রেল গাডী | guzraji=রেল গাডী | xg38=rel gadi
Row 2767: e52=training | vinqi=प्रशिक्षण | pnzabi=প্রশিক্ষণ | guzraji=প্রশিক্ষণ | xg38=prSiSn
